site_id,name,suburb,price_cpl,fairness_score,rating,spatial_cluster,latitude,longitude,moran_p
61477145,Station Unknown,Unknown,207.23333333333335,8.8433,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.676267,152.900674,0.006
61477643,Station Unknown,Unknown,207.23333333333335,8.8433,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.647183,152.872421,0.002
61477645,Station Unknown,Unknown,204.23333333333335,5.843299999999999,⚠️ Expensive,Neutral,-27.640169,153.010137,0.35
61477652,Station Unknown,Unknown,207.9,9.509966666666656,⚠️ Expensive,Neutral,-27.588524,152.821812,0.154
61477665,Station Unknown,Unknown,211.5666666666667,13.176633333333342,⚠️ Expensive,Neutral,-27.630712,152.986492,0.239
61477669,Station Unknown,Unknown,196.9,-1.4900333333333435,✅ Super Value,🟢 Cold Spot (Low-Low),-27.371366,153.062734,0.011
61477670,Station Unknown,Unknown,204.23333333333335,5.843299999999999,⚠️ Expensive,Neutral,-27.656816,152.746774,0.166
61477671,Station Unknown,Unknown,200.23333333333335,1.8432999999999993,⚪ Fair Market,🟠 Hot outlier (High-Low),-27.564733,153.023797,0.001
61477675,Station Unknown,Unknown,206.4,8.009966666666656,⚠️ Expensive,Neutral,-27.687281,153.137458,0.26
61477685,Station Unknown,Unknown,209.9,11.509966666666656,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.232713,152.992111,0.007
61477687,Station Unknown,Unknown,201.65,3.2599666666666565,⚠️ Expensive,Neutral,-27.085727,152.986338,0.063
61477691,Station Unknown,Unknown,159.73333333333332,-38.65670000000003,✅ Super Value,🟢 Cold Spot (Low-Low),-27.503935408699785,153.0348827811191,0.008
61477692,Station Unknown,Unknown,200.5666666666667,2.176633333333342,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.531673,153.016922,0.001
61477694,Station Unknown,Unknown,182.23333333333335,-16.1567,✅ Great Value,Neutral,-27.618121,152.750201,0.415
61477695,Station Unknown,Unknown,201.0666666666667,2.676633333333342,⚠️ Expensive,🟠 Hot outlier (High-Low),-27.537417,153.003541,0.001
61477696,Station Unknown,Unknown,206.23333333333335,7.843299999999999,⚠️ Expensive,Neutral,-27.524539,153.256024,0.389
61477701,Station Unknown,Unknown,207.9,9.509966666666656,⚠️ Expensive,Neutral,-27.603381,152.761975,0.453
61477707,Station Unknown,Unknown,206.4,8.009966666666656,❌ Rip-off Zone,🔴 Hot Spot (High-High),-27.076328,152.928023,0.011
