site_id,latitude,longitude,name,postcode,suburb,display_brand,brand
61477755,-27.567265,153.024317,BP Coopers Plains,4108,"Archerfield, Archerfield Bc, Coopers Plains",🟢 BP,BP
61477760,-27.391023,152.972139,7-Eleven Everton Hills,4053,"Stafford Heights, Everton Hills, Mcdowall, Mitchelton, Stafford City, Stafford Dc, Oxford Park, Somerset Hills, Brookside Centre, Everton Park, Stafford Bc, Stafford",🟠 7-Eleven,7-Eleven
61477762,-27.417095,152.982146,7-Eleven Gaythorne,4051,"Alderley, Newmarket, Wilston, The Grange, Gaythorne, Enoggera, Grange",🟠 7-Eleven,7-Eleven
61477763,-27.426788,153.001672,Shell Reddy Express Alderley,4051,"Alderley, Newmarket, Wilston, The Grange, Gaythorne, Enoggera, Grange",🟡 Shell,Shell
61477765,-27.641024743458107,152.8483229398117,Ampol Foodary Redbank Plains,4301,"Collingwood Park, Redbank, Redbank Plains, Greenwood Village",🔴 Ampol,Ampol
61477767,-27.328192,152.987104,Shell Reddy Express Brendale,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🟡 Shell,Shell
61477775,-27.202741,153.010792,Ampol Foodary Narangba,4504,Narangba,🔴 Ampol,Ampol
61477776,-27.61827792410671,153.1060272625656,Pearl Energy Woodridge,4114,"Logan Central, Woodridge East, Trinder Park, Logan City Dc, Logan City Bc, Woodridge, Kingston",⛽ Independent,Independent
61477778,-27.561096,153.010123,United Archerfield,4108,"Archerfield, Archerfield Bc, Coopers Plains",🔵 United,United
61477779,-27.621919,152.747585,7-Eleven West Ipswich,4305,"Coalfalls, Ipswich, West Ipswich, Eastern Heights, North Ipswich, Woodend, Newtown, North Tivoli, Leichhardt, Basin Pocket, Bremer, Raceview, Yamanto, Raymonds Hill, Brassall Heights, Churchill, Tivoli, One Mile, Limestone Ridges, Brassall, Flinders View, East Ipswich, Moores Pocket, Wulkuraka, Sadliers Crossing",🟠 7-Eleven,7-Eleven
61477780,-27.139707,152.982665,7-Eleven Burpengary East,4505,"Burpengary Dc, Burpengary, Burpengary East",🟠 7-Eleven,7-Eleven
61477783,-27.529372,153.196826,Freedom Fuels Redland Bay Road,4157,"Capalaba West, Sheldon, Capalaba, Capalaba Dc, Capalaba Bc",⛽ Independent,Independent
61477786,-27.251764,152.991435,7-Eleven Kallangur,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🟠 7-Eleven,7-Eleven
61477787,-27.397698,153.032006,Shell Reddy Express Kedron Inbound,4031,"Kedron, Gordon Park, Glen Kedron",🟡 Shell,Shell
61477855,-27.243654,153.025408,7-Eleven Mango Hill,4509,"Mango Hill, North Lakes",🟠 7-Eleven,7-Eleven
61477856,-27.368481,153.048696,Freedom Fuels Geebung,4034,"Carseldine, Aspley, Geebung, Zillmere, Boondall",⛽ Independent,Independent
61477877,-27.651963,152.921313,7-Eleven Springfield,4300,"Camira, Springfield, Opossum Creek, Bellbird Park, Goodna Dc, Gailes, Springfield Central, Carole Park, Springfield Lakes, Spring Mountain, Goodna East, Goodna, Augustine Heights, Brookwater",🟠 7-Eleven,7-Eleven
61477882,-27.119833,152.955668,Ampol Morayfield,4506,"Moorina, Morayfield",🔴 Ampol,Ampol
61477885,-27.308062,152.989949,7-Eleven Strathpine Northbound,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🟠 7-Eleven,7-Eleven
61477886,-27.254183,152.982414,Freedom Fuels Kallangur,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",⛽ Independent,Independent
61477890,-27.585578,153.103765,7-Eleven Eight Mile Plains,4113,"Fruitgrove, Runcorn, Eight Mile Plains",🟠 7-Eleven,7-Eleven
61477897,-27.663668,153.034904,7-Eleven Hillcrest,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟠 7-Eleven,7-Eleven
61477928,-27.086517,152.965723,7-Eleven Caboolture East,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟠 7-Eleven,7-Eleven
61477934,-27.42016890675928,152.94846237168883,7-Eleven Keperra,4054,"Grovely, Keperra, Arana Hills",🟠 7-Eleven,7-Eleven
61477936,-27.589553,152.829909,Ampol Foodary Riverview,4303,"Riverview, New Chum, Dinmore",🔴 Ampol,Ampol
61477937,-27.487922,153.036159,United Woolloongabba,4102,"Woolloongabba, Princess Alexandra Hospital, Buranda, Dutton Park",🔵 United,United
61477940,-27.590552,153.065192,United Sunnybank Hills,4109,"Sunnybank, Robertson, Altandi, Macgregor, Sunnybank Hills, Sunnybank South, Banoon",🔵 United,United
61477943,-27.612414,152.987602,7-Eleven Doolandella,4077,"Inala West, Inala East, Inala, Serviceton, Richlands Dc, Richlands Bc, Durack, Inala Heights, Doolandella, Richlands",🟠 7-Eleven,7-Eleven
61477946,-27.410275,153.072089,Ampol Foodary Hendra,4011,"Clayfield, Eagle Junction, Hendra",🔴 Ampol,Ampol
61477949,-27.696955,153.013438,Metro Petroleum Greenbank,4124,"New Beith, Greenbank, Silverbark Ridge, Lyons, Boronia Heights",⛽ Independent,Independent
61477953,-27.088853,152.927838,7-Eleven Bellmere,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🟠 7-Eleven,7-Eleven
61477956,-27.472766,153.114344,Shell Tingalpa,4173,"Tingalpa Dc, Tingalpa, Tingalpa Bc",🟡 Shell,Shell
61477960,-27.698996,153.040984,7-Eleven Park Ridge,4125,"Munruben, Park Ridge South, Park Ridge",🟠 7-Eleven,7-Eleven
61477962,-27.637203,153.306042,7-Eleven Redland Bay South,4165,"Mount Cotton, Redland Bay, Victoria Point West, Point Talburpin, Point Halloran, Victoria Point",🟠 7-Eleven,7-Eleven
61477963,-27.474108,153.121802,Ampol Foodary Tingalpa,4173,"Tingalpa Dc, Tingalpa, Tingalpa Bc",🔴 Ampol,Ampol
61477971,-27.593553,152.922853,Ampol Wacol,4076,"Wacol, Darra, Wacol East Immigration Centre",🔴 Ampol,Ampol
61477972,-27.572239,152.960523,Freedom Fuels Darra South,4076,"Wacol, Darra, Wacol East Immigration Centre",⛽ Independent,Independent
61477974,-27.688181,153.037662,7-Eleven Regents Park,4118,"Brownsleigh, Forestdale, Heritage Park, Browns Plains Bc, Hillcrest, Regents Park, Browns Plains",🟠 7-Eleven,7-Eleven
61477979,-27.668754,152.842579,7-Eleven Eden's Crossing,4301,"Collingwood Park, Redbank, Redbank Plains, Greenwood Village",🟠 7-Eleven,7-Eleven
61477986,-27.456745,153.087078,Ampol Foodary Morningside,4170,"Seven Hills, Norman Park, Morningside, Colmslie, Cannon Hill",🔴 Ampol,Ampol
61478004,-27.242988,153.107046,Liberty Margate,4019,"Scotts Point, Woody Point, Humpybong, Clontarf Dc, Clontarf, Margate, Margate Beach, Clontarf Beach",⛽ Independent,Independent
61478011,-27.676026,153.079144,United Berrinba,4117,"Berrinba, Karawatha",🔵 United,United
61478018,-27.109139,152.967497,7-Eleven Morayfield East,4506,"Moorina, Morayfield",🟠 7-Eleven,7-Eleven
61478027,-27.104792,152.947002,United Morayfield,4506,"Moorina, Morayfield",🔵 United,United
61478030,-27.573523,153.090669,7-Eleven Eight Mile Plains Northbound,4113,"Fruitgrove, Runcorn, Eight Mile Plains",🟠 7-Eleven,7-Eleven
61478041,-27.309904,153.025512,7-Eleven  Bracken Ridge North,4017,"Nashville, Shorncliffe, Brighton Eventide, Sandgate, Sandgate Dc, Brighton, Brighton Nathan Street, Deagon, Bracken Ridge",🟠 7-Eleven,7-Eleven
61478046,-27.21651197626366,153.04596229926682,Pearl Energy Rothwell,4022,Rothwell,⛽ Independent,Independent
61478047,-27.52739717949918,153.02112599140165,Pearl Energy Moorooka,4105,"Tennyson, Clifton Hill, Moorvale, Moorooka, Yeerongpilly",⛽ Independent,Independent
61478057,-27.516123,153.181907,7-Eleven Chandler,4155,Chandler,🟠 7-Eleven,7-Eleven
61478059,-27.315004,152.966679,EG Ampol Brendale,4500,"Bray Park, Strathpine, Clear Mountain, Warner, Brendale Dc, Joyner, Brendale Bc, Strathpine City, Strathpine Centre, Cashmere, Brendale",🔴 Ampol,Ampol
61478087,-27.69378632229072,153.07724963194656,Caltex Crestmead,4132,"Marsden, Marsden Postal Depot, Crestmead Dc, Crestmead",🔴 Ampol,Ampol
61478089,-27.488400458163543,153.04863777560195,7-Eleven Brisbane East,4169,"East Brisbane, Stanley Bridge, Kangaroo Point",🟠 7-Eleven,7-Eleven
61478093,-27.07143526607884,153.13532772452643,7-Eleven Sandstone Point,4511,"Sandstone Point, Godwin Beach, Ningi",🟠 7-Eleven,7-Eleven
61478106,-27.670202149976504,153.20282614329264,7-Eleven Cornubia,4130,"Carbrook, Cornubia",🟠 7-Eleven,7-Eleven
61478112,-27.436792733114075,153.02339601223372,Ampol Windsor,4030,"Wooloowin, Lutwyche, Eildon Hill, Windsor, Kalinga",🔴 Ampol,Ampol
61478114,-27.53565350399373,153.07665807073778,7-Eleven Mount Gravatt,4122,"Mount Gravatt East, Upper Mount Gravatt, Mansfield, Mount Gravatt, Upper Mount Gravatt Bc, Mansfield Dc, Mansfield Bc, Wishart",🟠 7-Eleven,7-Eleven
61478193,-27.391817254810277,153.07109543650816,7-Eleven Northgate,4013,"Northgate Mc, Northgate",🟠 7-Eleven,7-Eleven
61478198,-27.41471648666694,152.97730429677327,United Mitchelton,4053,"Stafford Heights, Everton Hills, Mcdowall, Mitchelton, Stafford City, Stafford Dc, Oxford Park, Somerset Hills, Brookside Centre, Everton Park, Stafford Bc, Stafford",🔵 United,United
61478201,-27.09330237184169,152.94949876197776,Metro Caboolture South,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",⛽ Independent,Independent
61478213,-27.594301151904503,153.00589252347183,Caltex Willawong,4110,"Acacia Ridge, Acacia Ridge Bc, Acacia Ridge Dc, Heathwood Df, Willawong, Larapinta, Heathwood, Pallara",🔴 Ampol,Ampol
61478219,-27.096278400080852,152.9488247396431,EG Ampol Caboolture South,4510,"Moodlu, Bellmere, Caboolture, Meldale, Upper Caboolture, Caboolture South, Balingool, Donnybrook, Caboolture Bc, Rocksberg, Beachmere, Toorbul",🔴 Ampol,Ampol
61478220,-27.69132089938983,152.8031637374344,EG Ampol Ripley South,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🔴 Ampol,Ampol
61478222,-27.572149765742434,153.03519868684006,Caltex Coopers Plains,4108,"Archerfield, Archerfield Bc, Coopers Plains",🔴 Ampol,Ampol
61478226,-27.56659811542577,153.24974251182522,BP Paradise Gardens,4164,"Pinklands, Thornlands",🟢 BP,BP
61478227,-27.625835034179666,153.11769409325404,United Slacks Creek,4127,"Daisy Hill, Slacks Creek, Springwood, Springwood Bc, Chatswood Hills, Priestdale",🔵 United,United
61478231,-27.39863917071317,153.03197252883606,7-Eleven Kedron,4031,"Kedron, Gordon Park, Glen Kedron",🟠 7-Eleven,7-Eleven
61478233,-27.57247896542318,152.79030419172994,7-Eleven Chuwar,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🟠 7-Eleven,7-Eleven
61478236,-27.651243269301546,153.0758083748688,NightOwl Shell Karawatha,4117,"Berrinba, Karawatha",🟡 Shell,Shell
61478246,-27.225416496521763,152.9907472804582,NightOwl Shell Dakabin,4503,"Kurwongbah, Kallangur, Griffin, Whiteside, Dakabin, Murrumba Downs, Dohles Rocks",🟡 Shell,Shell
61478248,-27.675319041570603,152.83636513523064,OTR Swanbank,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",⛽ Independent,Independent
61478249,-27.59946027258888,152.9493657962952,Caltex Richlands,4077,"Inala West, Inala East, Inala, Serviceton, Richlands Dc, Richlands Bc, Durack, Inala Heights, Doolandella, Richlands",🔴 Ampol,Ampol
61478257,-27.672811401191908,152.7845945423279,7-Eleven Ripley North,4306,"Dundas, Peak Crossing, Fairney View, Wanora, Haigslea, Goolman, Moore, South Ripley, Muirlea, Karana Downs, Wivenhoe Pocket, Karrabin, Vernor, Benarkin, Lake Manchester, Fernvale, Amberley, Mount Binga, Lark Hill, Chuwar, Banks Creek, Ripley, Mount Stanley, Thagoona, Blacksoil, Blackbutt, Mount Crosby, Nukku, Split Yard Creek, Mount Marrow, Holts Hill, Bellhaven, Willowbank, Pine Mountain, Purga, Ironbark, Glamorgan Vale, White Rock, Teelah, Blackbutt South, Loamside, Forest Glade, Kholo, Wivenhoe, England Creek, West Amberley, Monsildale, Blackwall, Borallon, Colinton, Benarkin North, Cherry Creek, Googa Creek, Barellan Point, Deebing Heights, Blackbutt North, Washpool, Taromeo, Linville, Harlin, Karalee, Avoca Vale, Walloon, Swanbank",🟠 7-Eleven,7-Eleven
61478283,-27.10930972378493,152.97310703367856,Ampol Foodary Morayfield East,4506,"Moorina, Morayfield",🔴 Ampol,Ampol
61478288,-27.62425080880812,152.85782253032556,7-Eleven Collingwood Park,4301,"Collingwood Park, Redbank, Redbank Plains, Greenwood Village",🟠 7-Eleven,7-Eleven
